,playerID,W,L,G,GS,CG,SV,SHO,IPouts,H,ER,HR,BB,SO,BAOpp,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,Years_Played,HoF,votedBy,IP,ERA,TimeFrame,Name,FinalYear,cluster_label
866,washbja01,107,109,312,300,9,1,4,5591,1855,848,240,569,1103,0.2491270480795057,21.0,30,65.0,3,7889.0,4,900,49.0,56.0,143.0,12,0.0,,1863.6666666666667,4.095152924342694,1998 - 2009,Jarrod Washburn,2009,11
867,woodke02,86,75,446,178,11,63,5,4140,1083,563,148,666,1582,0.2073520964962665,22.0,64,99.0,6,5863.0,138,599,54.0,43.0,83.0,14,0.0,,1380.0,3.671739130434783,1998 - 2012,Kerry Wood,2012,2
868,burneaj01,164,157,435,430,24,0,10,8194,2519,1210,263,1100,2513,0.2351348828526089,35.0,161,143.0,6,11665.0,1,1328,85.0,88.0,241.0,17,0.0,,2731.333333333333,3.987063705150109,1999 - 2015,A. J. Burnett,2015,6
869,cordefr01,47,53,800,0,0,329,0,2474,751,310,64,375,796,0.2328682170542635,30.0,37,27.0,3,3551.0,575,342,33.0,33.0,63.0,14,0.0,,824.6666666666666,3.383185125303153,1999 - 2012,Francisco Cordero,2012,0
870,davisdo02,92,108,306,286,7,0,3,5147,1813,846,180,783,1279,0.2604885057471264,28.0,63,44.0,10,7597.0,4,921,100.0,45.0,173.0,13,0.0,,1715.6666666666667,4.437925004857198,1999 - 2011,Doug Davis,2011,10
871,doteloc01,59,50,758,34,0,109,0,2853,765,399,117,412,1143,0.2114427860696517,39.0,46,41.0,4,4024.0,305,431,36.0,36.0,36.0,15,0.0,,951.0,3.77602523659306,1999 - 2013,Octavio Dotel,2013,3
872,durbich01,43,47,456,75,3,5,0,2509,898,467,123,365,577,0.2635749926621661,26.0,35,44.0,0,3725.0,82,512,17.0,37.0,78.0,14,0.0,,836.3333333333334,5.025508170585891,1999 - 2013,Chad Durbin,2013,0
873,farnsky01,43,66,893,26,1,57,1,2966,944,468,132,412,963,0.2414322250639386,37.0,43,28.0,10,4281.0,293,509,39.0,31.0,45.0,16,0.0,,988.6666666666666,4.260283209710047,1999 - 2014,Kyle Farnsworth,2014,3
874,frankry01,62,76,532,106,6,84,3,3603,1230,552,173,353,668,0.2545003103662321,34.0,20,52.0,6,5113.0,206,588,30.0,36.0,98.0,12,0.0,,1201.0,4.136552872606162,1999 - 2011,Ryan Franklin,2011,3
875,garcifr02,156,108,376,357,12,0,4,6792,2243,1045,285,708,1621,0.2482567791920309,42.0,95,67.0,9,9595.0,13,1101,59.0,62.0,190.0,15,0.0,,2264.0,4.154151943462898,1999 - 2013,Freddy Garcia,2013,5
876,hergema01,43,35,567,4,0,34,0,2073,735,300,66,257,473,0.2617521367521367,44.0,16,32.0,2,3023.0,198,335,39.0,27.0,73.0,11,0.0,,691.0,3.907380607814761,1999 - 2009,Matt Herges,2009,0
877,hudsoti01,222,133,482,479,26,0,13,9380,2957,1213,248,917,2080,0.2396854989057307,84.0,84,124.0,6,13005.0,0,1319,113.0,64.0,335.0,17,0.0,,3126.6666666666665,3.491577825159915,1999 - 2015,Tim Hudson,2015,1
878,lillyte01,130,113,356,331,5,0,3,5948,1827,913,293,661,1681,0.234983922829582,35.0,58,63.0,29,8390.0,5,974,68.0,47.0,105.0,15,0.0,,1982.6666666666667,4.144418291862811,1999 - 2013,Ted Lilly,2013,9
879,marteda01,23,27,570,0,0,36,0,1511,405,195,48,229,533,0.2113778705636743,30.0,15,26.0,5,2118.0,137,209,18.0,19.0,39.0,11,0.0,,503.6666666666667,3.4844473858371936,1999 - 2010,Damaso Marte,2010,0
880,motagu01,39,45,743,0,0,10,0,2570,762,375,90,331,696,0.2286914765906362,50.0,32,24.0,4,3604.0,212,396,28.0,31.0,51.0,14,0.0,,856.6666666666666,3.939688715953308,1999 - 2012,Guillermo Mota,2012,0
881,nathajo01,64,34,787,29,0,377,0,2770,690,294,84,344,976,0.1994219653179191,31.0,47,23.0,2,3771.0,587,317,25.0,24.0,49.0,16,0.0,,923.3333333333334,2.865703971119133,1999 - 2016,Joe Nathan,2016,0
882,ortizra01,87,86,303,218,10,0,1,4345,1566,796,235,500,895,0.2649297919133818,32.0,46,69.0,18,6337.0,37,861,43.0,50.0,130.0,12,0.0,,1448.3333333333333,4.946375143843499,1999 - 2013,Ramon Ortiz,2013,2
883,padilvi01,108,91,386,237,4,6,4,4714,1612,754,181,551,1121,0.2548213721150806,45.0,37,109.0,12,6808.0,37,823,63.0,39.0,167.0,14,0.0,,1571.3333333333333,4.318625371234621,1999 - 2012,Vicente Padilla,2012,2
884,riskeda01,20,20,462,0,0,22,0,1493,442,203,66,212,441,0.2284237726098191,19.0,8,21.0,0,2121.0,160,215,20.0,20.0,41.0,11,0.0,,497.6666666666667,3.67113194909578,1999 - 2010,David Riske,2010,0
885,romerjc01,34,28,680,22,0,7,0,1984,624,306,59,375,526,0.2392638036809816,47.0,35,40.0,6,2943.0,128,335,30.0,13.0,73.0,14,0.0,,661.3333333333334,4.164314516129032,1999 - 2012,J. C. Romero,2012,0
886,ryanbj01,21,28,560,0,0,117,0,1610,424,201,42,264,625,0.2084562438544739,27.0,21,17.0,2,2273.0,249,216,14.0,13.0,42.0,11,0.0,,536.6666666666666,3.370807453416149,1999 - 2009,B. J. Ryan,2009,0
887,schoesc01,47,57,577,93,2,9,1,2916,1035,541,112,398,568,0.2619589977220957,38.0,28,47.0,6,4277.0,104,580,20.0,26.0,118.0,12,0.0,,972.0,5.00925925925926,1999 - 2010,Scott Schoeneweis,2010,3
888,vizcalu01,35,30,543,0,0,8,0,1640,495,263,79,237,492,0.2318501170960187,37.0,26,16.0,2,2347.0,156,273,16.0,21.0,37.0,11,0.0,,546.6666666666666,4.329878048780488,1999 - 2009,Luis Vizcaino,2009,0
889,weaveje01,104,119,355,274,16,2,7,5514,1997,961,227,516,1214,0.2658767141525762,44.0,37,124.0,3,7970.0,21,1023,70.0,61.0,136.0,11,0.0,,1838.0,4.705658324265506,1999 - 2010,Jeff Weaver,2010,10
890,wellski01,69,103,296,219,3,2,2,4015,1390,700,151,635,963,0.2571692876965772,53.0,67,70.0,3,5970.0,24,773,62.0,45.0,133.0,12,0.0,,1338.3333333333333,4.707347447073475,1999 - 2012,Kip Wells,2012,2
891,wheelda01,25,43,589,9,0,43,0,1922,589,283,89,194,555,0.2345679012345679,32.0,20,13.0,2,2680.0,187,298,20.0,23.0,42.0,13,0.0,,640.6666666666666,3.9755463059313216,1999 - 2012,Dan Wheeler,2012,0
892,wolfra02,133,125,390,379,13,1,9,6985,2310,1097,296,831,1814,0.2485207100591716,39.0,44,103.0,3,9977.0,3,1173,113.0,61.0,198.0,16,0.0,,2328.333333333333,4.240372226198998,1999 - 2015,Randy Wolf,2015,8
893,buehrma01,214,160,518,493,33,0,10,9850,3472,1391,361,734,1870,0.2606215282990542,49.0,27,79.0,16,13705.0,6,1542,108.0,91.0,362.0,16,0.0,,3283.333333333333,3.812893401015229,2000 - 2015,Mark Buehrle,2015,1
894,choatra01,16,14,672,0,0,7,0,1224,350,177,20,175,348,0.2223634053367217,32.0,16,45.0,1,1750.0,102,198,11.0,14.0,51.0,15,0.0,,408.0,3.904411764705882,2000 - 2015,Randy Choate,2015,0
895,downssc01,38,40,619,50,1,27,1,2254,729,297,67,279,575,0.2443848474689909,34.0,26,28.0,2,3213.0,113,333,20.0,16.0,80.0,13,0.0,,751.3333333333334,3.5576752440106474,2000 - 2014,Scott Downs,2014,0
896,garlajo01,136,125,365,342,11,1,6,6454,2260,1045,263,723,1156,0.259352765664448,39.0,50,63.0,1,9197.0,9,1149,70.0,72.0,250.0,13,0.0,,2151.333333333333,4.371707468236752,2000 - 2013,Jon Garland,2013,4
897,linebsc01,42,31,607,6,0,8,0,1970,630,256,82,229,567,0.2423076923076923,33.0,44,27.0,0,2778.0,156,280,18.0,21.0,56.0,12,0.0,,656.6666666666666,3.508629441624365,2000 - 2011,Scott Linebrink,2011,0
898,lopezro01,81,89,257,215,5,0,2,4052,1506,724,202,416,865,0.2709607772580065,26.0,21,37.0,5,5879.0,10,789,43.0,41.0,99.0,11,0.0,,1350.6666666666667,4.824284304047384,2000 - 2012,Rodrigo Lopez,2012,2
899,marquja01,124,118,377,318,8,1,5,5905,2079,1008,253,769,1174,0.2603957915831663,41.0,56,88.0,9,8623.0,26,1114,94.0,61.0,216.0,15,0.0,,1968.3333333333333,4.608975444538527,2000 - 2015,Jason Marquis,2015,9
900,pennybr01,121,101,349,319,4,0,2,5775,2030,917,194,619,1273,0.2600896860986547,38.0,54,53.0,6,8218.0,10,990,78.0,47.0,218.0,14,0.0,,1925.0,4.287272727272727,2000 - 2014,Brad Penny,2014,9
901,pineijo01,104,93,335,263,15,2,6,5263,1878,859,193,487,1058,0.2629883769780143,32.0,44,51.0,2,7450.0,34,912,41.0,56.0,192.0,12,0.0,,1754.3333333333333,4.406802204066122,2000 - 2011,Joel Pineiro,2011,10
902,santajo01,139,78,360,284,15,1,10,6077,1726,721,220,567,1988,0.221196975522235,13.0,68,36.0,12,8262.0,23,773,58.0,38.0,122.0,12,0.0,,2025.6666666666667,3.2033898305084745,2000 - 2012,Johan Santana,2012,9
903,vogelry01,61,75,289,179,2,0,1,3570,1204,592,129,471,900,0.252199413489736,35.0,31,64.0,2,5204.0,50,641,57.0,36.0,100.0,12,0.0,,1190.0,4.477310924369748,2000 - 2016,Ryan Vogelsong,2016,3
904,westbja01,105,103,315,273,15,0,4,5243,1885,839,148,571,965,0.2644500561167228,37.0,41,68.0,1,7517.0,11,922,61.0,48.0,239.0,13,0.0,,1747.6666666666667,4.320617966812893,2000 - 2013,Jake Westbrook,2013,10
905,zitoba01,165,143,433,421,12,0,5,7730,2381,1157,282,1064,1885,0.2354861042429037,52.0,50,97.0,8,11001.0,9,1254,105.0,73.0,219.0,15,0.0,,2576.6666666666665,4.041267787839586,2000 - 2015,Barry Zito,2015,7
906,balfogr01,30,23,534,1,0,84,0,1619,406,209,47,252,571,0.2004938271604938,14.0,26,8.0,1,2241.0,203,215,15.0,19.0,31.0,12,0.0,,539.6666666666666,3.485484867201977,2001 - 2015,Grant Balfour,2015,0
907,beckejo02,138,106,335,332,12,0,6,6153,1897,884,238,629,1901,0.2356521739130434,28.0,59,76.0,3,8579.0,1,957,66.0,41.0,139.0,14,0.0,,2051.0,3.87908337396392,2001 - 2014,Josh Beckett,2014,9
908,beimejo01,29,34,676,23,0,5,0,2040,719,307,66,272,379,0.2606016672707503,52.0,26,22.0,7,2957.0,129,331,35.0,29.0,78.0,13,0.0,,680.0,4.063235294117647,2001 - 2015,Joe Beimel,2015,0
909,cruzju02,38,36,447,38,0,6,0,1965,576,295,67,346,659,0.2266824085005903,18.0,23,46.0,2,2858.0,122,332,33.0,24.0,45.0,12,0.0,,655.0,4.0534351145038165,2001 - 2012,Juan Cruz,2012,0
910,fuentbr01,26,43,650,0,0,204,0,1840,515,247,64,258,639,0.2186836518046709,25.0,32,52.0,2,2622.0,381,267,27.0,18.0,36.0,12,0.0,,613.3333333333334,3.62445652173913,2001 - 2012,Brian Fuentes,2012,0
911,lohseky01,147,143,457,418,12,2,9,7595,2711,1239,316,694,1615,0.2630506501067339,34.0,57,87.0,4,10839.0,15,1327,99.0,78.0,191.0,16,0.0,,2531.6666666666665,4.404608294930876,2001 - 2016,Kyle Lohse,2016,7
912,lyonbr01,42,47,572,21,0,79,0,2044,721,315,69,220,465,0.2607594936708861,47.0,22,16.0,3,2951.0,241,338,31.0,26.0,49.0,12,0.0,,681.3333333333334,4.160958904109589,2001 - 2013,Brandon Lyon,2013,0
913,macdomi01,18,23,407,3,0,71,0,1182,397,175,25,212,325,0.2514249525015832,16.0,45,25.0,2,1762.0,209,204,11.0,9.0,60.0,12,0.0,,394.0,3.99746192893401,2001 - 2012,Mike MacDougal,2012,0
914,oswalro01,163,102,365,341,20,0,8,6736,2199,838,197,520,1852,0.2461108002238388,34.0,30,80.0,7,9301.0,7,897,105.0,57.0,201.0,13,0.0,,2245.333333333333,3.35896674584323,2001 - 2013,Roy Oswalt,2013,5
915,zambrca01,132,91,354,302,10,0,5,5877,1709,797,161,898,1637,0.2252834168204587,41.0,58,102.0,5,8389.0,11,879,100.0,44.0,174.0,12,0.0,,1959.0,3.66156202143951,2001 - 2012,Carlos Zambrano,2012,9
916,affelje01,43,46,774,42,0,28,0,2778,904,408,76,396,720,0.2455187398153177,41.0,55,42.0,9,4034.0,162,455,42.0,25.0,102.0,14,0.0,,926.0,3.9654427645788335,2002 - 2015,Jeremy Affeldt,2015,3
917,bedarer01,71,82,241,230,1,1,1,3911,1242,578,131,533,1246,0.2410246458373763,4.0,35,42.0,4,5618.0,4,643,23.0,34.0,102.0,11,0.0,,1303.6666666666667,3.990283814881104,2002 - 2014,Erik Bedard,2014,2
918,cookaa01,76,79,256,224,12,0,3,4219,1636,719,126,429,578,0.2794192997438087,45.0,37,48.0,2,6121.0,5,776,42.0,44.0,200.0,11,0.0,,1406.3333333333333,4.601327328750889,2002 - 2012,Aaron Cook,2012,2
919,haranaa01,128,143,387,381,15,0,8,6966,2445,1099,298,712,1842,0.259802358941664,54.0,76,63.0,3,9975.0,2,1177,112.0,67.0,160.0,14,0.0,,2322.0,4.25968992248062,2002 - 2015,Aaron Harang,2015,8
920,leecl02,143,91,328,324,29,0,12,6470,2116,843,223,464,1824,0.2464477055672024,12.0,41,50.0,2,8917.0,1,923,53.0,54.0,166.0,13,0.0,,2156.6666666666665,3.517928902627512,2002 - 2014,Cliff Lee,2014,5
921,lewisco01,77,72,233,195,10,0,3,3645,1255,635,178,377,961,0.2561224489795918,14.0,33,51.0,3,5226.0,13,681,20.0,38.0,80.0,11,0.0,,1215.0,4.703703703703703,2002 - 2016,Colby Lewis,2016,3
922,lidgebr01,26,32,603,1,0,225,0,1810,492,237,57,287,799,0.2137271937445699,41.0,46,34.0,3,2589.0,368,257,32.0,11.0,28.0,11,0.0,,603.3333333333334,3.535359116022099,2002 - 2012,Brad Lidge,2012,0
923,myersbr01,97,96,381,252,12,40,3,5130,1725,807,247,556,1379,0.2516411378555798,36.0,42,56.0,5,7307.0,82,864,64.0,34.0,140.0,12,0.0,,1710.0,4.247368421052632,2002 - 2013,Brett Myers,2013,10
924,peavyja01,152,126,388,377,15,0,6,7131,2134,960,259,708,2207,0.2303291958985429,42.0,46,78.0,14,9838.0,3,1011,63.0,62.0,166.0,15,0.0,,2377.0,3.6348338241480858,2002 - 2016,Jake Peavy,2016,8
925,rauchjo01,43,40,556,11,0,62,0,1785,559,258,70,179,475,0.2384812286689419,25.0,23,11.0,2,2499.0,214,278,21.0,26.0,29.0,11,0.0,,595.0,3.902521008403361,2002 - 2013,Jon Rauch,2013,0
926,soriara01,24,28,591,8,0,207,0,1909,489,204,62,197,641,0.2039199332777314,20.0,13,15.0,0,2571.0,343,213,8.0,9.0,38.0,14,0.0,,636.3333333333334,2.8852802514405447,2002 - 2015,Rafael Soriano,2015,0
927,betanra01,38,37,680,0,0,75,0,2057,596,256,71,164,724,0.2246513381078025,40.0,17,1.0,4,2787.0,241,274,19.0,24.0,23.0,12,0.0,,685.6666666666666,3.3602333495381624,2003 - 2015,Rafael Betancourt,2015,0
928,capuach01,77,92,316,225,4,0,3,4289,1481,696,196,463,1199,0.2566724436741768,35.0,55,56.0,6,6163.0,21,756,80.0,34.0,112.0,12,0.0,,1429.6666666666667,4.381440895313593,2003 - 2016,Chris Capuano,2016,2
929,contrjo01,78,67,299,175,5,9,3,3519,1176,595,131,427,889,0.2504792332268371,15.0,72,62.0,2,5087.0,37,660,39.0,33.0,91.0,11,0.0,,1173.0,4.565217391304348,2003 - 2013,Jose Contreras,2013,3
930,correke01,76,98,358,221,2,0,1,4286,1569,734,179,474,906,0.2679760888129803,30.0,32,39.0,4,6227.0,31,789,63.0,47.0,117.0,13,0.0,,1428.6666666666667,4.62389174055063,2003 - 2015,Kevin Correia,2015,2
931,gaudich01,45,44,344,87,1,2,0,2509,859,413,92,382,673,0.2550475059382422,29.0,26,39.0,8,3704.0,80,459,30.0,34.0,71.0,11,0.0,,836.3333333333334,4.444400159426066,2003 - 2013,Chad Gaudin,2013,0
932,gonzami02,17,24,509,0,0,56,0,1333,371,155,42,205,511,0.2177230046948357,22.0,27,16.0,1,1902.0,185,177,21.0,14.0,29.0,11,0.0,,444.3333333333333,3.1395348837209305,2003 - 2013,Mike Gonzalez,2013,0
933,greggke01,30,46,594,8,0,177,0,2161,673,339,78,329,661,0.2374735356386732,21.0,52,29.0,1,3144.0,382,365,21.0,19.0,51.0,13,0.0,,720.3333333333334,4.235539102267468,2003 - 2015,Kevin Gregg,2015,0
934,harenda01,153,131,391,380,16,1,6,7259,2357,1009,305,500,2013,0.24511231281198,39.0,98,67.0,5,10022.0,4,1105,78.0,63.0,152.0,13,0.0,,2419.6666666666665,3.752996280479405,2003 - 2015,Dan Haren,2015,8
935,lopezja02,30,17,839,0,0,14,0,1600,484,206,26,235,358,0.2322456813819577,38.0,16,27.0,3,2273.0,163,227,19.0,10.0,75.0,14,0.0,,533.3333333333334,3.47625,2003 - 2016,Javier Lopez,2016,0
936,putzjj01,37,33,572,0,0,189,0,1700,469,194,50,184,599,0.2162286768095896,18.0,24,19.0,0,2329.0,357,203,15.0,17.0,42.0,12,0.0,,566.6666666666666,3.081176470588236,2003 - 2014,J. J. Putz,2014,0
937,valvejo01,27,33,626,0,0,288,0,1891,490,229,67,264,692,0.2057958840823183,31.0,24,26.0,3,2646.0,520,255,12.0,16.0,31.0,12,0.0,,630.3333333333334,3.269698572184029,2003 - 2014,Jose Valverde,2014,0
938,willije02,52,66,236,149,3,2,2,3089,1080,525,130,352,655,0.2590549292396258,15.0,20,58.0,3,4452.0,43,571,28.0,39.0,102.0,11,0.0,,1029.6666666666667,4.588863709938491,2003 - 2016,Jerome Williams,2016,3
939,bellhe01,38,32,590,0,0,168,0,1886,584,244,48,214,637,0.2364372469635627,21.0,27,16.0,1,2635.0,292,258,27.0,11.0,57.0,11,0.0,,628.6666666666666,3.4931071049840936,2004 - 2014,Heath Bell,2014,0
940,campsh01,29,33,541,0,0,12,0,1777,682,290,65,176,403,0.277348515656771,40.0,14,35.0,3,2579.0,143,321,15.0,20.0,86.0,11,0.0,,592.3333333333334,4.406302757456387,2004 - 2014,Shawn Camp,2014,0
941,floydga01,74,76,243,196,5,0,1,3750,1239,607,160,415,985,0.248346361996392,25.0,64,66.0,3,5344.0,17,664,32.0,36.0,132.0,13,0.0,,1250.0,4.3704,2004 - 2016,Gavin Floyd,2016,3
942,francje01,72,82,254,217,3,1,2,3873,1477,713,161,384,869,0.2760747663551401,48.0,21,50.0,2,5645.0,18,746,56.0,46.0,116.0,11,0.0,,1291.0,4.970565453137103,2004 - 2015,Jeff Francis,2015,2
943,frasoja01,35,35,679,0,0,36,0,1940,568,251,56,283,615,0.226475279106858,32.0,38,23.0,4,2747.0,205,267,13.0,27.0,52.0,12,0.0,,646.6666666666666,3.493298969072165,2004 - 2015,Jason Frasor,2015,0
944,guerrma02,27,35,555,3,0,6,0,1869,580,244,69,206,411,0.2368313597386688,29.0,30,19.0,0,2618.0,123,263,22.0,19.0,39.0,11,0.0,,623.0,3.524879614767255,2004 - 2014,Matt Guerrier,2014,0
945,leagubr01,27,35,498,0,0,74,0,1596,520,216,41,185,375,0.2457466918714555,28.0,47,27.0,0,2264.0,216,251,26.0,8.0,81.0,11,0.0,,532.0,3.654135338345865,2004 - 2014,Brandon League,2014,0
946,thornma01,36,46,748,1,0,23,0,1988,594,251,52,251,642,0.2300542215336948,37.0,28,20.0,0,2799.0,170,273,19.0,18.0,61.0,13,0.0,,662.6666666666666,3.408953722334004,2004 - 2016,Matt Thornton,2016,0
947,evelada01,20,28,187,61,1,2,0,1339,522,271,34,221,308,0.2804943578721117,18.0,17,36.0,1,2050.0,32,280,5.0,18.0,57.0,11,0.0,,446.3333333333333,5.46452576549664,2005 - 2016,Dana Eveland,2016,0
948,gorzeto01,50,53,314,121,1,2,1,2651,890,432,98,387,714,0.2513414289748658,19.0,26,33.0,3,3874.0,43,462,35.0,36.0,86.0,12,0.0,,883.6666666666666,4.39984911354206,2005 - 2016,Tom Gorzelanny,2016,0
949,papeljo01,41,36,689,3,0,368,0,2177,572,197,57,185,808,0.2080756638777737,18.0,14,34.0,1,2938.0,585,226,21.0,11.0,28.0,12,0.0,,725.6666666666666,2.443270555810749,2005 - 2016,Jonathan Papelbon,2016,0
950,peraljo01,20,35,620,0,0,15,0,1944,566,290,95,185,612,0.2254980079681275,23.0,22,13.0,0,2657.0,140,303,14.0,18.0,39.0,12,0.0,,648.0,4.027777777777778,2005 - 2016,Joel Peralta,2016,0
951,rodriwa01,97,98,275,263,2,0,2,4672,1560,710,185,534,1281,0.2503209242618742,37.0,38,53.0,9,6671.0,3,796,49.0,40.0,152.0,11,0.0,,1557.3333333333333,4.103167808219179,2005 - 2015,Wandy Rodriguez,2015,2
952,wilsocj01,94,70,444,192,7,52,2,4291,1287,594,117,602,1259,0.2307278594478307,20.0,66,76.0,6,6090.0,110,672,25.0,34.0,161.0,11,0.0,,1430.3333333333333,3.7375903052901434,2005 - 2015,C. J. Wilson,2015,2
953,carmofa01,71,99,270,219,8,1,3,4075,1412,695,147,505,833,0.2573355203207582,25.0,37,82.0,5,5900.0,22,766,33.0,47.0,154.0,11,0.0,,1358.3333333333333,4.604907975460123,2006 - 2016,Roberto Hernandez,2016,2
954,lowema01,10,27,382,0,0,6,0,1157,386,181,47,163,352,0.2501620220349967,15.0,22,8.0,2,1683.0,110,214,7.0,21.0,30.0,11,0.0,,385.6666666666667,4.223854796888505,2006 - 2016,Mark Lowe,2016,0
955,villaca01,51,55,476,76,0,11,0,2996,967,478,139,323,862,0.2440070653545294,35.0,32,34.0,1,4234.0,110,491,34.0,24.0,80.0,11,0.0,,998.6666666666666,4.307743658210948,2006 - 2016,Carlos Villanueva,2016,3
